SuspectID,CaseID,Name,Age,Gender,Arrested,Convicted
S1508,C1030,Alexander Kaiser,25,Female,Yes,Yes
S1509,C1799,Edward Green,20,Male,Yes,Yes
S1510,C2416,Angela Brown,22,Female,No,Yes
S1511,C2982,Adam Branch,57,Male,No,Yes
S1512,C2750,Jessica King,59,Female,No,No
S1513,C2333,Melissa Becker,38,Male,Yes,Yes
S1514,C2881,Melissa Richardson,43,Female,Yes,Yes
S1515,C2520,Alexis Preston,33,Male,No,No
S1516,C1591,David Estrada,44,Male,Yes,No
S1517,C1802,Victor Boyd,35,Male,No,Yes
S1518,C1012,Joshua Graham,25,Male,No,Yes
S1519,C1039,Kayla Anderson,42,Male,No,Yes
S1520,C2610,Bradley Clayton,23,Male,No,Yes
S1521,C1506,Alexander Miller,33,Male,Yes,Yes
S1522,C2348,Jason Mullen,65,Male,Yes,No
S1523,C2754,Tina Barrera,41,Female,No,Yes
S1524,C1890,Joyce Peters,42,Female,No,No
S1525,C2917,Megan Clayton MD,38,Male,Yes,Yes
S1526,C2641,Courtney Reeves,31,Female,No,Yes
S1527,C2523,Michael Cantrell,67,Female,No,Yes
S1528,C1853,Brittany Sullivan,69,Female,Yes,Yes
S1529,C1849,Megan Reyes,38,Male,Yes,Yes
S1530,C2523,Evan Chavez,38,Female,No,No
S1531,C1374,Lisa Todd,30,Male,No,Yes
S1532,C1789,Cheryl Jimenez,67,Male,No,Yes
S1533,C2639,Melissa Richardson,29,Female,No,No
S1534,C2886,Carolyn Flowers,50,Female,No,No
S1535,C2951,John Garcia,29,Female,Yes,Yes
S1536,C1748,James Terry MD,61,Female,Yes,Yes
S1537,C1668,Joan Garrison,50,Male,No,No
S1538,C2160,Kelsey Johnson,58,Male,Yes,No
S1539,C1277,Jeremy Mcbride,46,Female,No,Yes
S1540,C2097,Angelica Brewer,22,Male,Yes,Yes
S1541,C2089,Kyle Johnson,33,Male,Yes,No
S1542,C2410,Joel Chavez,24,Male,Yes,Yes
S1543,C2703,Ashley Clay,67,Female,Yes,No
S1544,C2081,Sean Holland,48,Female,Yes,Yes
S1545,C1603,Norma Meyer,31,Female,Yes,No
S1546,C2010,Toni Howell,38,Female,Yes,Yes
S1547,C1543,James Briggs,32,Female,No,Yes
S1548,C1506,Cynthia Briggs,38,Male,Yes,Yes
S1549,C2023,Thomas Peterson,39,Male,Yes,No
S1550,C1328,Jessica Thompson,20,Female,Yes,Yes
S1551,C2725,Barry Peters,23,Female,No,No
S1552,C1872,Mary Patel,44,Male,Yes,No
S1553,C1921,Joyce Swanson,40,Female,No,Yes
S1554,C2815,Melinda Baker,46,Female,Yes,No
S1555,C1214,Heather Ibarra,37,Female,No,Yes
S1556,C1800,Meredith Greene,56,Male,No,Yes
S1557,C1282,Penny Blanchard,28,Male,Yes,Yes
S1558,C1750,Marisa Ware,37,Female,No,No
S1559,C2866,Kyle Howell,50,Male,No,No
S1560,C1602,Kurt Hoover,45,Female,Yes,No
S1561,C1872,Allen Thompson,19,Male,Yes,Yes
S1562,C1584,John Fisher,59,Male,Yes,No
S1563,C2900,Kathy Petersen,23,Male,Yes,No
S1564,C2361,Anthony Gonzalez,24,Female,No,Yes
S1565,C1915,Wesley Johnson,23,Male,No,Yes
S1566,C1733,Kristin Keller,49,Male,Yes,No
S1567,C1721,Wesley Jefferson,30,Male,Yes,No
S1568,C1435,Charles Kim,49,Male,Yes,No
S1569,C1560,Lee Thomas,61,Male,Yes,No
S1570,C2676,Clinton Higgins,58,Male,No,Yes
S1571,C1869,Anthony Cooper,65,Male,No,Yes
S1572,C2399,Matthew Edwards,41,Male,No,No
S1573,C2162,Joshua Delgado,55,Male,No,No
S1574,C1387,Leonard Conley,23,Male,Yes,Yes
S1575,C1889,Mr. James Ruiz,25,Female,No,Yes
S1576,C2401,Stephanie Anderson,28,Female,No,Yes
S1577,C2716,Philip Knox,52,Male,No,No
S1578,C2282,Autumn Sellers,29,Male,Yes,No
S1579,C1625,Haley Pearson,67,Male,Yes,No
S1580,C1897,Jordan Mcintosh,18,Female,Yes,Yes
S1581,C1424,Mario Thomas,29,Female,Yes,Yes
S1582,C1924,Alexis Peterson,66,Female,No,No
S1583,C2615,Ann Lindsey,38,Female,No,Yes
S1584,C1555,Edward Smith,22,Female,Yes,Yes
S1585,C1171,Susan Spencer,40,Male,No,No
S1586,C2766,Rebecca Smith,63,Female,Yes,No
S1587,C2997,Erin Chandler,69,Female,Yes,No
S1588,C2028,Zachary Arnold,26,Female,No,Yes
S1589,C2937,John Gross,26,Male,Yes,No
S1590,C1663,Jennifer Hogan,43,Female,No,Yes
S1591,C1401,Kathryn Garcia,39,Female,No,Yes
S1592,C1062,Jennifer Banks,66,Female,Yes,No
S1593,C1457,Chelsea Fields,68,Female,Yes,No
S1594,C2709,David Mcdaniel,47,Female,No,No
S1595,C1181,Joshua Rose,18,Male,No,Yes
S1596,C1471,Eric Thompson,55,Male,Yes,No
S1597,C1351,Justin Sutton,30,Female,Yes,Yes
S1598,C1035,Jeffrey Baker,20,Male,No,No
S1599,C1551,John Stewart,67,Female,Yes,Yes
S1600,C1170,Holly Schroeder,19,Female,Yes,Yes
S1601,C2367,Stephanie Brooks,38,Male,No,Yes
S1602,C2250,Susan Long,52,Male,No,No
S1603,C1981,Joseph Edwards,53,Female,No,Yes
S1604,C2597,Patrick Singh,67,Male,Yes,Yes
S1605,C1115,Paula Rodriguez,45,Female,No,Yes
S1606,C1049,Mary Carter,38,Male,No,Yes
S1607,C2604,Andrea Larsen,49,Male,Yes,No
S1608,C2790,Melissa Vance,57,Female,Yes,No
S1609,C1390,Jeffery Lawrence,62,Male,Yes,No
S1610,C2124,Kathleen Brown,32,Female,Yes,Yes
S1611,C1814,Rachel Coleman,47,Female,Yes,No
S1612,C2635,Kevin Cruz,37,Male,No,Yes
S1613,C1289,Anthony Owens,42,Male,No,Yes
S1614,C2043,John Gomez,21,Female,No,No
S1615,C1057,Dawn Conner,33,Male,No,Yes
S1616,C2001,Victoria Dennis,65,Male,Yes,No
S1617,C2068,Tammy Brooks,41,Female,Yes,Yes
S1618,C2746,Sheila Hansen,51,Male,No,Yes
S1619,C2433,Julie Smith,49,Male,No,No
S1620,C2839,Scott Dyer,50,Male,No,Yes
S1621,C1386,Anthony Ruiz,49,Male,Yes,No
S1622,C2175,Jamie Park,24,Male,No,No
S1623,C1613,Jamie Huffman,59,Female,Yes,Yes
S1624,C2476,Bradley Robinson,46,Female,No,Yes
S1625,C1287,Jamie Morales,40,Male,Yes,No
S1626,C2409,Mary Andersen,62,Male,No,Yes
S1627,C2654,Ricky Mclean,27,Male,No,Yes
S1628,C2924,Nicole Henry,36,Male,Yes,No
S1629,C2780,Danielle Thomas,56,Male,No,Yes
S1630,C2665,Henry Banks,64,Male,Yes,Yes
S1631,C1131,Randy Watson,62,Female,Yes,No
S1632,C1651,Sara Parker,55,Female,Yes,No
S1633,C2098,Eric Garner,37,Female,No,Yes
S1634,C2942,Jennifer Brown,34,Male,No,No
S1635,C1508,Sandra Gomez DDS,29,Female,Yes,Yes
S1636,C2405,Amanda Warner,30,Male,No,No
S1637,C2688,Steven Valdez,25,Male,Yes,Yes
S1638,C1199,Eric Cisneros,69,Male,No,Yes
S1639,C1900,Elizabeth Fowler,69,Female,Yes,Yes
S1640,C1135,Christine Conrad,37,Male,Yes,No
S1641,C1563,David Webb,36,Female,No,No
S1642,C2454,Nicholas Brown DDS,34,Female,No,Yes
S1643,C2526,Jasmin Wilson,55,Male,No,Yes
S1644,C1263,Kenneth Black,39,Female,Yes,No
S1645,C2432,Laurie Pena,35,Female,Yes,No
S1646,C2842,John Mckay,50,Female,Yes,No
S1647,C2065,Aimee Costa,27,Female,Yes,No
S1648,C2296,Mike Watson,60,Male,Yes,No
S1649,C2194,Susan Levine,35,Male,No,Yes
S1650,C2422,Lisa Lambert,56,Female,Yes,No
S1651,C1118,Joseph Wagner,28,Male,No,No
S1652,C2903,Jeffrey Scott,39,Male,Yes,Yes
S1653,C2332,Miss Terri Walter,60,Female,No,No
S1654,C1051,Amy Hurley,41,Male,No,No
S1655,C1299,Jordan Jimenez,47,Male,No,Yes
S1656,C2732,David White,64,Female,No,No
S1657,C2142,James Meza,37,Female,Yes,No
S1658,C1646,Brian Holt,19,Female,No,Yes
S1659,C2242,Michael Parker,36,Female,Yes,Yes
S1660,C1402,Stephanie Nguyen,26,Female,Yes,No
S1661,C2385,Ashley Mercado,39,Female,No,No
S1662,C2956,Summer Jones,24,Male,Yes,No
S1663,C2322,Harold Hale,35,Female,Yes,No
S1664,C1451,Steven Porter,54,Male,Yes,No
S1665,C2813,Joseph Ward,55,Male,No,No
S1666,C2454,Catherine Smith,41,Female,Yes,No
S1667,C1771,Gabriel Hunt,56,Male,No,No
S1668,C1529,Claire Anderson,39,Male,Yes,No
S1669,C2791,Joseph Bishop,33,Male,Yes,No
S1670,C2434,Jessica Goodwin,28,Male,Yes,No
S1671,C2632,Sarah Guzman,65,Male,No,Yes
S1672,C1330,John Freeman,23,Female,No,Yes
S1673,C2171,Juan Bryant,55,Female,Yes,Yes
S1674,C2762,Casey Perry,38,Male,Yes,No
S1675,C1983,Mrs. Tina Callahan,42,Female,No,Yes
S1676,C1495,Cindy Scott,58,Female,Yes,Yes
S1677,C2521,Debra Davis,58,Female,Yes,Yes
S1678,C2823,Diana Barrett,18,Male,Yes,No
S1679,C1943,Melissa Villanueva,49,Male,No,Yes
S1680,C2909,Kerry Rodriguez,53,Female,Yes,No
S1681,C1953,Zachary Williams,28,Male,No,Yes
S1682,C1955,Carrie Ferguson,42,Male,Yes,No
S1683,C2778,Brandi Huang,70,Male,Yes,Yes
S1684,C2743,Erin Thompson,60,Female,Yes,Yes
S1685,C1255,Barbara Thomas,20,Female,No,No
S1686,C1250,David Rodriguez,41,Female,No,Yes
S1687,C1122,Ivan Long,30,Male,Yes,No
S1688,C1021,Laurie Vaughn,49,Female,Yes,Yes
S1689,C2495,Jennifer Trevino,26,Female,Yes,Yes
S1690,C2037,Victoria Harvey,52,Male,Yes,Yes
S1691,C1235,Paul Rivera,60,Male,Yes,No
S1692,C2930,Leslie Fernandez,30,Female,Yes,No
S1693,C1262,Patrick Ortiz,38,Male,Yes,No
S1694,C1207,Gloria Reynolds,55,Male,No,No
S1695,C1313,Vickie Nguyen,50,Male,No,No
S1696,C1276,James Fitzgerald,20,Male,No,No
S1697,C2958,Cory Clark,39,Male,No,No
S1698,C1589,Nathaniel Smith,59,Female,Yes,No
S1699,C2650,Jason Nguyen,36,Male,No,Yes
S1700,C2784,Willie Humphrey,19,Female,No,No
S1701,C1016,Ronald Barry,24,Female,Yes,Yes
S1702,C1796,Natalie Martin,30,Female,Yes,Yes
S1703,C2762,Timothy Montgomery,34,Male,No,Yes
S1704,C2146,Stephen Hammond,26,Female,No,No
S1705,C1848,Randy Franklin,32,Male,Yes,No
S1706,C1654,Brittany Burke,37,Female,No,No
S1707,C1711,Shelly Heath,43,Female,No,Yes
S1708,C1066,Erika Graves,25,Female,No,Yes
S1709,C2855,Leslie Clements,38,Female,No,No
S1710,C1158,James Henry,57,Male,Yes,Yes
S1711,C1807,Jorge Gates,33,Male,No,Yes
S1712,C1639,John Vargas,24,Female,No,No
S1713,C1130,Amy Ray,67,Male,Yes,No
S1714,C2136,Aaron Taylor,19,Male,No,Yes
S1715,C1461,Walter Berry,31,Male,No,Yes
S1716,C1171,Scott Sanchez DVM,32,Female,Yes,Yes
S1717,C2006,Justin Archer,66,Male,No,No
S1718,C2946,Alexis Meyer,42,Female,No,Yes
S1719,C2263,Joshua Bean,59,Male,Yes,No
S1720,C1445,Douglas Blankenship,66,Male,No,Yes
S1721,C2237,Tracy Johnson,37,Female,No,Yes
S1722,C1779,Joshua Fritz,33,Male,No,Yes
S1723,C1131,Chris Smith,70,Female,No,No
S1724,C2395,Nancy Richard,28,Male,Yes,Yes
S1725,C2287,Amy Odom,62,Male,No,Yes
S1726,C1468,Crystal Howe,29,Female,No,No
S1727,C2316,Mary Jones,25,Female,Yes,No
S1728,C2318,Jennifer Frey,48,Male,Yes,Yes
S1729,C1969,Keith Perez,62,Female,No,Yes
S1730,C2437,Natalie Torres,44,Female,Yes,Yes
S1731,C1203,Paul Wheeler MD,47,Male,No,Yes
S1732,C2672,Jonathan Hammond,58,Male,No,Yes
S1733,C1479,Matthew Mack,62,Male,No,Yes
S1734,C1396,Kevin Stevens,28,Female,No,Yes
S1735,C1033,Ryan Woodard,66,Female,Yes,No
S1736,C2745,John Smith,35,Female,No,Yes
S1737,C1424,Jane Diaz,40,Male,No,Yes
S1738,C2643,Michelle Kirby,33,Female,Yes,Yes
S1739,C2047,Alexis Miller,22,Female,Yes,No
S1740,C1056,Jacqueline Martin,54,Female,No,Yes
S1741,C1708,Candice Coleman,68,Male,No,Yes
S1742,C1073,Allen Holland,22,Male,Yes,No
S1743,C2185,Benjamin Newman,46,Male,Yes,No
S1744,C1978,Jason Williams,25,Female,No,No
S1745,C2979,Linda Villegas,22,Female,No,Yes
S1746,C1200,Michael Wagner,27,Female,Yes,No
S1747,C2819,Randy Ramirez,68,Male,Yes,No
S1748,C1387,Amy Davis,57,Male,Yes,No
S1749,C1886,Tracy Butler,34,Male,No,No
S1750,C2272,Danielle Rowe,57,Male,No,Yes
S1751,C1057,Diane Barr,59,Female,Yes,No
S1752,C2882,Natasha Richardson,43,Male,No,Yes
S1753,C1069,Nicole Reese,46,Male,Yes,Yes
S1754,C2435,Lisa Long,43,Male,Yes,No
S1755,C2907,Timothy Dorsey,70,Male,No,No
S1756,C2076,Jacob Harris,49,Male,Yes,No
S1757,C2803,Elizabeth Oliver,33,Male,Yes,No
S1758,C1260,Jessica Porter,37,Male,Yes,No
S1759,C1082,Samantha Jones,35,Male,Yes,No
S1760,C2587,Carolyn Roberts,42,Female,No,Yes
S1761,C1208,Laura Patton,48,Female,Yes,Yes
S1762,C1200,Aaron Harrison,50,Female,Yes,No
S1763,C2835,Miss Lisa Taylor PhD,45,Female,No,No
S1764,C1814,Jimmy Garcia,65,Female,Yes,No
S1765,C2847,Jeffery Bass,53,Female,Yes,Yes
S1766,C2984,Veronica Chandler,26,Male,No,No
S1767,C2919,Frank Nguyen,61,Female,No,No
S1768,C1613,Claire Murray,66,Male,No,No
S1769,C1720,Latoya Adams,56,Male,No,Yes
S1770,C2301,Wendy Johnson,26,Male,Yes,No
S1771,C1873,Karen Berry,28,Male,Yes,No
S1772,C2178,Elaine Gonzales,38,Female,No,Yes
S1773,C2791,Samantha Mendoza,42,Male,Yes,Yes
S1774,C1091,Lori Barnes,48,Male,Yes,Yes
S1775,C2452,Christy Jenkins,47,Female,No,No
S1776,C2131,Tina Thomas,40,Female,Yes,Yes
S1777,C1575,Joseph Fletcher,37,Male,Yes,Yes
S1778,C2671,Wesley Baker,66,Female,No,No
S1779,C1281,Margaret Lewis,28,Male,Yes,Yes
S1780,C1789,Chris Williams,44,Female,Yes,No
S1781,C2356,Karen Bailey,70,Female,No,Yes
S1782,C1364,Jennifer Harris,31,Female,No,Yes
S1783,C2461,Ashley Stewart,51,Female,No,No
S1784,C2072,Amy Frey,66,Female,No,No
S1785,C2343,Stacy Brown,54,Male,No,Yes
S1786,C1588,Kelly Hess,55,Female,No,Yes
S1787,C1270,Larry Martin,25,Male,No,Yes
S1788,C2838,Theresa Miles,34,Female,Yes,No
S1789,C1633,Timothy Miller,31,Male,No,Yes
S1790,C1093,Tabitha Jones,64,Female,No,No
S1791,C2101,Heather Clark,36,Female,No,No
S1792,C1253,Kathy Le,18,Male,No,Yes
S1793,C2362,Elijah King,70,Male,Yes,No
S1794,C2486,Luke Jackson,45,Female,Yes,No
S1795,C2987,Lisa Macias,18,Female,Yes,No
S1796,C2428,Carolyn Willis,36,Male,No,No
S1797,C1815,Philip Lopez,49,Male,No,No
S1798,C2688,Meagan Brown,25,Female,No,No
S1799,C2543,Donna Hughes,57,Male,Yes,Yes
S1800,C1391,Brandi Clements,39,Female,Yes,Yes
S1801,C1971,Lindsey Bishop,44,Female,No,Yes
S1802,C2012,Krista Turner,66,Male,Yes,No
S1803,C2408,Annette Garcia,30,Female,No,No
S1804,C1172,Carl Wells MD,44,Male,No,Yes
S1805,C1518,Crystal Guerrero,28,Male,Yes,Yes
S1806,C1194,Ronald Johnson,32,Female,No,Yes
S1807,C2148,Robin Perez,24,Female,No,No
S1808,C2596,Valerie Spears,24,Male,No,Yes
S1809,C2840,Samantha Fox,52,Male,Yes,No
S1810,C2260,Mary Rodriguez,32,Male,No,No
S1811,C1587,Brian Lucas,56,Female,No,No
S1812,C1169,Kyle Johnson,26,Female,Yes,Yes
S1813,C1922,Richard Hines,46,Female,No,No
S1814,C2130,Kevin Smith,33,Female,Yes,No
S1815,C2692,Wendy Taylor,18,Female,Yes,Yes
S1816,C1467,Brian Mcconnell,61,Male,No,No
S1817,C2099,Nicholas Richmond,60,Female,No,No
S1818,C2592,Angela Simmons,38,Female,Yes,Yes
S1819,C2542,Michael Schmidt,52,Female,Yes,Yes
S1820,C1907,Samantha Huang,38,Male,No,No
S1821,C2475,Brad Davis,69,Male,Yes,No
S1822,C1300,Mark Turner,22,Female,No,No
S1823,C1100,Edward Stewart,52,Female,No,Yes
S1824,C2046,Scott Rodriguez,36,Female,Yes,Yes
S1825,C2750,Cody Ramirez,34,Male,No,No
S1826,C1902,Ana Miller,56,Female,No,Yes
S1827,C2010,Jesse Williams,25,Male,Yes,Yes
S1828,C1100,Ashley Goodman,69,Male,No,Yes
S1829,C1404,Gregory Esparza,42,Male,Yes,Yes
S1830,C1590,Jeffrey Martinez,52,Male,No,Yes
S1831,C2855,Richard Smith,65,Male,Yes,No
S1832,C2191,Timothy Martinez,33,Female,Yes,Yes
S1833,C2662,Jacqueline Thomas,47,Female,No,No
S1834,C1117,Melissa Anderson,20,Male,Yes,Yes
S1835,C2687,Erika Horn,27,Female,No,Yes
S1836,C1058,Sheri Scott,63,Male,No,Yes
S1837,C2964,Jodi Brown MD,24,Male,No,Yes
S1838,C2843,Timothy Kane,70,Male,Yes,Yes
S1839,C1561,Mark Grant,65,Female,No,No
S1840,C1642,Justin Schmidt,27,Female,Yes,Yes
S1841,C1427,Robert Richard,53,Male,Yes,No
S1842,C1291,Cynthia Mendoza,27,Female,Yes,Yes
S1843,C2706,Victoria Jones,31,Male,No,No
S1844,C1608,Alison Garrett,53,Male,Yes,Yes
S1845,C1273,Duane Vincent,30,Female,Yes,No
S1846,C1189,Melanie May,45,Male,Yes,No
S1847,C1851,Mike Goodman,33,Male,Yes,No
S1848,C1267,David Smith,27,Female,No,No
S1849,C2146,Kaylee Kelly,63,Male,No,No
S1850,C2218,Gregory Roberts,39,Male,No,No
S1851,C2113,John Williams,44,Female,Yes,No
S1852,C2641,Jimmy Smith,59,Female,No,No
S1853,C1387,Melissa Leonard,27,Female,Yes,Yes
S1854,C1401,Heidi Riley,37,Male,Yes,No
S1855,C2618,Donald Harvey,53,Female,Yes,No
S1856,C2717,Michaela Reed,20,Female,Yes,Yes
S1857,C2734,Sarah Le,32,Male,No,Yes
S1858,C2580,Diamond Hernandez,22,Male,Yes,No
S1859,C1814,Steven Wright,63,Male,No,Yes
S1860,C1959,Daniel Roberts,70,Male,Yes,No
S1861,C2267,Tony Frazier,55,Male,No,Yes
S1862,C1060,Ashley Hopkins,53,Female,No,Yes
S1863,C1232,Benjamin Vega,21,Female,Yes,No
S1864,C2023,Tanya Morrison,42,Female,No,No
S1865,C2700,Mariah Scott,42,Male,Yes,No
S1866,C1278,Chad Brown,60,Female,No,No
S1867,C2078,Kelly Hanson,35,Male,No,Yes
S1868,C2902,Paige Rice,55,Male,No,No
S1869,C1599,Olivia Rich,32,Male,No,Yes
S1870,C2407,Darlene Robinson,56,Male,Yes,No
S1871,C2494,Stacy Johnston,39,Male,No,No
S1872,C1390,Kaitlyn Ewing DDS,67,Male,Yes,Yes
S1873,C2875,Daniel Woodard,69,Female,Yes,No
S1874,C1061,Donald Price,59,Female,Yes,Yes
S1875,C2850,Jason Moore,56,Male,No,Yes
S1876,C2135,Laura Thompson,55,Male,Yes,No
S1877,C1625,Heidi Simpson,36,Female,Yes,Yes
S1878,C1050,Tyler Williams,30,Female,Yes,Yes
S1879,C2951,Suzanne Morton,66,Female,Yes,No
S1880,C1654,Breanna Wells,50,Female,No,No
S1881,C2232,Tina Walker,41,Female,Yes,No
S1882,C1066,Jasmine Ryan,39,Female,No,Yes
S1883,C2337,Brandon Griffin,59,Male,Yes,No
S1884,C2120,Taylor Thornton,64,Female,No,No
S1885,C2113,Denise Phillips,29,Male,Yes,No
S1886,C2463,Brenda Davis,69,Female,Yes,No
S1887,C1279,Mark Bartlett,45,Male,Yes,Yes
S1888,C2972,Carlos Crawford,50,Male,Yes,No
S1889,C1802,Amanda Ingram,67,Male,Yes,No
S1890,C2618,Carrie Fuller,25,Male,Yes,Yes
S1891,C1031,Elijah Simmons,26,Male,Yes,No
S1892,C1383,Shelly Parker,31,Male,Yes,No
S1893,C2863,Kristopher Clark,38,Female,Yes,No
S1894,C2058,Mr. Robert Wagner DDS,36,Male,No,No
S1895,C2795,Dale Lopez,25,Male,No,Yes
S1896,C2521,Donna Morales,58,Female,No,No
S1897,C1490,Matthew Griffith,20,Female,No,Yes
S1898,C1630,Jonathan Burton,30,Male,Yes,No
S1899,C1478,Michael Gonzalez,29,Female,Yes,No
S1900,C1348,Timothy Johnson,70,Male,Yes,Yes
S1901,C2456,Michael Murphy,59,Male,Yes,No
S1902,C1508,Nicole Powell,53,Female,Yes,Yes
S1903,C2260,Andrea Morris,69,Female,No,No
S1904,C2215,Matthew Torres,42,Male,No,Yes
S1905,C1143,Andrew Greene,65,Male,Yes,No
S1906,C2733,Savannah George,56,Female,Yes,No
S1907,C1235,Gary Hancock,61,Male,Yes,Yes
S1908,C1456,Catherine Thornton,52,Male,No,Yes
S1909,C2658,Jeff Jackson,30,Male,No,Yes
S1910,C2180,Michael Lopez,27,Male,Yes,Yes
S1911,C2391,Ricky Lopez,69,Male,Yes,Yes
S1912,C1480,Wayne Shaw,28,Female,Yes,No
S1913,C1942,Pam Bruce,40,Male,Yes,Yes
S1914,C1513,Christine Kim,34,Female,No,Yes
S1915,C2935,Karina Green,27,Male,Yes,Yes
S1916,C1925,Megan Perez,28,Female,Yes,Yes
S1917,C1677,Kimberly Romero,41,Female,Yes,Yes
S1918,C1548,Mark King,30,Male,No,Yes
S1919,C1953,Chelsea Gomez,54,Female,No,Yes
S1920,C1809,James Campos,40,Male,No,Yes
S1921,C1412,Julian Sexton,64,Male,Yes,Yes
S1922,C1787,Aaron Brown,69,Female,Yes,Yes
S1923,C2223,Courtney Miller,68,Female,No,No
S1924,C2300,Steven Garcia,69,Female,No,No
S1925,C2502,Daniel Kent,54,Male,Yes,No
S1926,C2839,Pamela Castillo,21,Male,No,Yes
S1927,C1250,Stephen Anderson,45,Male,No,Yes
S1928,C2712,Kenneth Martin,43,Male,Yes,Yes
S1929,C2025,Katelyn Bryant,29,Male,No,Yes
S1930,C2992,Natalie Taylor,28,Female,No,No
S1931,C1886,Cindy Lynch,32,Female,Yes,No
S1932,C1190,Crystal Olsen,62,Male,Yes,Yes
S1933,C2722,Valerie Moore,51,Female,No,Yes
S1934,C2376,Daniel Wright,57,Female,Yes,No
S1935,C1666,Travis Brady,65,Female,Yes,Yes
S1936,C2039,Cody Knight,19,Male,No,Yes
S1937,C1560,Michael Beltran,62,Female,Yes,Yes
S1938,C2905,Randy Turner,68,Female,No,No
S1939,C1451,Sandra Turner,44,Female,Yes,No
S1940,C2559,Angelica Jacobs,37,Female,No,Yes
S1941,C1766,Phillip Vaughan,28,Male,No,Yes
S1942,C2941,Brittany Tran,61,Female,Yes,Yes
S1943,C2853,Mr. Scott Gates,63,Male,Yes,No
S1944,C1335,Lindsey Moore,31,Male,No,Yes
S1945,C1384,Richard Wright,43,Male,Yes,No
S1946,C2033,Angela Roberson,21,Male,Yes,No
S1947,C2491,Christopher Miller,29,Female,Yes,Yes
S1948,C1528,Toni Walter,48,Female,Yes,No
S1949,C2252,Tara White,44,Male,Yes,Yes
S1950,C1872,Adam Scott,58,Female,Yes,Yes
S1951,C1136,Bobby Moore,46,Female,No,No
S1952,C2786,Matthew Woods,57,Female,Yes,Yes
S1953,C2352,Crystal Williams,64,Male,Yes,Yes
S1954,C1606,Sean Jacobson,20,Female,No,No
S1955,C1332,Adrian Wright,20,Male,No,Yes
S1956,C2269,Brittany Miller,39,Female,No,Yes
S1957,C1292,Chelsea Conner,18,Female,Yes,Yes
S1958,C2624,Theresa Brooks,18,Female,Yes,No
S1959,C2632,Marissa Edwards,52,Female,Yes,Yes
S1960,C1424,Joseph Jensen,34,Male,Yes,Yes
S1961,C1532,Timothy Moore,24,Female,No,No
S1962,C2053,Patrick White,57,Male,Yes,No
S1963,C1564,Nicole Smith,24,Female,No,Yes
S1964,C2067,Mia Lawson,66,Female,Yes,Yes
S1965,C1506,Shelly Carter,32,Male,No,No
S1966,C1474,Erika Nguyen,43,Female,No,No
S1967,C1505,Antonio Dunn,59,Female,No,No
S1968,C1335,Andrea Cline,19,Male,No,No
S1969,C1453,Crystal Michael,33,Female,Yes,Yes
S1970,C1748,Vanessa Miller,29,Female,Yes,No
S1971,C2361,Katherine Adams,33,Male,No,Yes
S1972,C1877,Renee Mata,60,Male,No,Yes
S1973,C2539,Joel Rodriguez,41,Male,No,Yes
S1974,C2537,Dr. Alicia Calhoun,57,Male,No,No
S1975,C2547,Chris Robinson,47,Male,Yes,No
S1976,C1801,Dana Hahn,70,Female,Yes,Yes
S1977,C1867,Collin Fisher,69,Male,Yes,Yes
S1978,C2151,Emma Gonzales,68,Female,Yes,Yes
S1979,C2483,John Wilson,67,Female,Yes,Yes
S1980,C1578,Jay Benitez,35,Male,Yes,Yes
S1981,C1779,Julia Kramer,33,Male,Yes,No
S1982,C2647,Nicole Cruz,67,Female,Yes,Yes
S1983,C2523,Matthew Wyatt,42,Female,Yes,Yes
S1984,C2170,Margaret Conner,24,Female,Yes,No
S1985,C1887,Karen Weber,38,Male,No,No
S1986,C1070,Stephanie Smith,45,Male,No,Yes
S1987,C1109,Rachel Pratt,18,Male,No,Yes
S1988,C2925,Zachary Zhang,19,Female,Yes,Yes
S1989,C1871,Teresa Davis,57,Male,No,No
S1990,C2015,Jacqueline Lopez,43,Female,Yes,Yes
S1991,C1145,Anthony Bullock,56,Female,No,No
S1992,C2727,Sean Hayes,51,Male,No,No
S1993,C1817,William Waters,37,Female,Yes,No
S1994,C2639,Kathryn Lynn,63,Female,Yes,No
S1995,C1685,Michael Richardson,47,Female,No,No
S1996,C1372,Joel Barr,66,Female,No,No
S1997,C1380,Crystal Alexander,30,Female,Yes,No
S1998,C2782,Michael Griffin,19,Male,No,Yes
S1999,C1499,Jennifer Hall,52,Male,No,No
S2000,C2519,Norman Ryan,56,Female,Yes,No
S2001,C2552,Ashley Griffin,22,Male,No,No
S2002,C2062,Brenda Tran,50,Female,Yes,No
S2003,C1672,Melanie Skinner,33,Male,No,Yes
S2004,C2325,Todd Avila,24,Female,Yes,No
S2005,C1827,Stacy Pena,64,Male,Yes,Yes
S2006,C1858,Thomas Doyle,53,Female,Yes,No
S2007,C1778,Chad Vargas,29,Female,Yes,No
S2008,C1665,Justin Coleman,55,Female,Yes,No
S2009,C1463,Taylor Sanders,42,Female,Yes,Yes
S2010,C2816,Jacqueline Ford,30,Female,Yes,No
S2011,C2441,Robert Brown,42,Female,No,No
S2012,C1890,Christopher Browning Jr.,26,Female,No,No
S2013,C2838,Anne Becker,28,Male,Yes,Yes
S2014,C1783,Jeremy Paul,29,Female,Yes,Yes
S2015,C2796,Dr. Sarah Baldwin DVM,37,Female,Yes,Yes
